id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21983138,(Charming Apartment in the Southport Corridor),72357187,Gracellen,,Lake view,41.94670724,-87.66585572,Entire home/apt,99,2,0,,,1,0
21984955,(Wrigleyville 2 Bedroom Apartment),15989483,Sara,,Lake view,41.94836899,-87.65938591,Entire home/apt,70,1,2,12/26/17,0.18,1,0
21990025,"(Wicker park, bucktown place)",160566569,Camila,,West Town,41.90071283,-87.66671058,Private room,70,1,8,1/5/18,0.69,1,0
21994824,(Fantastic Apartment Near University of Chicago),160602465,Dylan And Eva,,Woodlawn,41.77608387,-87.59451046,Entire home/apt,85,2,25,10/29/18,2.35,1,22
22000679,(Chicago Rock N Roll theme in AWESOME neighborhood!),40394055,Brad,,West Town,41.89982604,-87.69577981,Entire home/apt,94,2,76,11/13/18,7.15,3,153
22001585,(Comfy luxury 2bd/1ba in Lincoln Park w/ Koi pond!),25463499,Ian,,Lincoln Park,41.91121273,-87.64952666,Entire home/apt,199,4,0,,,1,87
22002128,"(Elegant 4BR|3.5Ba 7min to Loop, 12min to McCormick)",56419077,Apple,,Near West Side,41.87115601,-87.68796915,Entire home/apt,500,2,46,10/22/18,5.07,1,251
22002450,(Addison Manor),160666560,Christopher,,Lake view,41.94784758,-87.65349242,Private room,65,1,34,10/28/18,2.98,1,6
22009651,(Private Room in 2 Bedroom Apartment - Wicker Park),35160973,Danny,,West Town,41.89793385,-87.6763114,Private room,37,1,25,7/19/18,2.27,1,0
22012220,(Cozy & Cute 3 BR Old Irving Park Apt.- Great Area!),160734555,Megan,,Irving Park,41.95045701,-87.73770741,Entire home/apt,95,3,41,11/1/18,3.77,1,120
22017438,(Cozy One Bedroom Between Lakeview and Lincoln Park),106741386,Olivia,,Lake view,41.93507101,-87.63952173,Entire home/apt,71,1,2,12/26/17,0.18,2,0
22017690,(Private Bedroom and Bathroom in a 2BR/2BA Condo),13358029,Sarah,,West Town,41.89994937,-87.66845772,Private room,50,2,1,12/8/17,0.09,1,0
22031417,(High End Pad in Lincoln Park + 4Beds + 2Baths),4069585,Liz,,Lincoln Park,41.92211992,-87.64022242,Entire home/apt,550,1,2,9/16/18,0.41,13,328
22032776,(Contemporary Unit Near McCormick Place),115712981,Gaby,,Grand Boulevard,41.82039613,-87.61087671,Private room,95,1,0,,,1,61
22036047,(DISCOUNTED PRIVATE BED/BATH 10MINS FROM DOWNTOWN),77371165,Anna,,WestGarfieldPark,41.87527905,-87.73238081,Private room,29,5,17,10/31/18,1.5,2,64
22045956,(Unwind in a Charming Apartment with Skylights),62373872,Tara,,Irving Park,41.94944767,-87.70486906,Entire home/apt,107,2,19,11/10/18,6.55,1,57
22048485,(Downtown Studio at Millennium Park with Lakeview),161024341,Zachary,,L??p,41.88596041,-87.61665549,Entire home/apt,120,2,2,4/30/18,0.18,1,0
22064521,(Big Chicago House with private bedrooms and bath),161169123,Audrey,,Lincoln Square,41.98045449,-87.7006436,Private room,40,1,3,9/2/18,0.94,2,177
22065880,(4 BR - Center of it ALL!  @Wrigleyville & Boystown),70674557,Jacqueline,,Lake view,41.94263106,-87.64798071,Entire home/apt,199,1,20,10/28/18,1.88,3,77
22065883,(Stunning Top Floor Apartment with Exposed Brick),44190295,Peggy,,Lake view,41.93659455,-87.65545626,Entire home/apt,150,4,3,9/3/18,0.28,1,11
22067591,(Huge Rogers Park Condo),64745723,Paul,,Rogers Park,42.02111951,-87.66844032,Private room,80,3,1,6/2/18,0.18,1,133
22068107,(Wicker Park/ Bucktown 1-Bedroom shared apartment),48049735,Cory,,Logan Square,41.91679716,-87.67277565,Private room,60,1,40,11/9/18,3.57,3,64
22075846,"(4bdrm, sleeps 10, fireplace- cozy home!)",53498990,Hannah,,North Lawndale,41.85518457,-87.70317129,Entire home/apt,160,3,0,,,1,0
22078823,"(Whole Floor
Spacious studio)",144854410,Martha,,Montclare,41.93261145,-87.79105656,Private room,69,2,14,10/21/18,2.33,1,159
22080106,(4BR Roscoe Village Duplex with Garage Parking!),60726537,Casey,,North Center,41.93800506,-87.68118004,Entire home/apt,159,2,25,11/12/18,2.31,3,347
22080443,(Private House in Roscoe Village - Sleeps 18!),60726537,Casey,,North Center,41.93892243,-87.68065559,Entire home/apt,699,2,15,10/29/18,1.58,3,342
22081135,(3Nice Private Bedroom),154046903,Nico,,Fuller Park,41.81259879,-87.63285839,Private room,44,1,2,4/27/18,0.29,6,365
22084619,(527 west brompton),31920670,Steve,,Lake view,41.94616627,-87.64309386,Private room,100,1,0,,,1,0
22086231,(Cozy Logan Square Hideaway),45540147,Melina,,Logan Square,41.91690181,-87.70827504,Entire home/apt,65,4,16,11/12/18,3.93,1,119
22086468,"(Style, comfort & class)",159752521,Moraima,,West Town,41.90429215,-87.6974809,Private room,65,2,13,11/13/18,1.6,1,162
22088346,(West Town Gem),6013215,Valerie,,West Town,41.89181515,-87.66363706,Entire home/apt,250,3,10,10/10/18,1.24,1,28
22099433,(Greystone Garden Unit in Bronzeville),155914520,Robin,,Douglas,41.82408417,-87.62597021,Private room,150,2,22,11/4/18,2.06,2,116
22100965,(The Den),158890594,Phoenix,,Near West Side,41.86684387,-87.68730826,Private room,33,1,2,12/30/17,0.17,1,36
22101398,(*SPECIAL* INTRO RATE | Urban Chic Meets Comfy Cozy),57033860,Noelle,,Lincoln Square,41.97759564,-87.6840882,Entire home/apt,85,1,47,11/4/18,4.37,2,112
22102971,(Bright Two Bedroom in Bucktown),47947426,Elizabeth,,Logan Square,41.91875659,-87.67781792,Entire home/apt,70,3,0,,,1,0
22103017,(CELEBRITY HOTSPOT ll - RIVER NORTH CHICAGO.),137060349,Daniel,,Near North Side,41.8957164,-87.63412469,Entire home/apt,345,2,5,10/11/18,0.79,1,90
22105877,(Distinctive Logan Square 4BR with Parking!),4491318,Marie,,Logan Square,41.92067248,-87.71722416,Entire home/apt,179,2,4,11/4/18,0.44,4,325
22106227,"(Brand new apartment blocks from
Wrigley Field!)",58368903,Elizabeth,,Uptown,41.95567779,-87.6517397,Entire home/apt,45,2,26,10/28/18,2.34,1,269
22106578,(Cozy Logan Square 2 Bedroom Guest Space),14839402,Osiris,,Logan Square,41.91919552,-87.71276593,Entire home/apt,86,2,0,,,1,159
22107900,(Incredible Brand New Corner Unit in River North),23626697,Nick,,Near North Side,41.89164759,-87.63300291,Entire home/apt,150,2,0,,,1,0
22109063,(One bedroom/semi-private bath in Hyde Park),91946836,Jordan,,hyde park,41.80044861,-87.59822424,Private room,45,1,47,11/11/18,4.13,3,247
22109096,(Cozy Private Room in Hyde Park Kenwood),135930142,John,,Kenwood,41.81621175,-87.59901975,Private room,40,2,33,11/11/18,3.11,3,63
22109587,(South Shore Flat - 20 minutes away from downtown),161487535,Ryan,,South Shore,41.76042188,-87.56215101,Private room,35,2,10,10/21/18,0.91,2,133
22110212,(Chicago Marathon! 20 min to Grant Park! Designer!),35781467,Sonia And Syed,,Edgewater,41.99312685,-87.65842603,Entire home/apt,200,2,33,11/11/18,3.07,27,262
22110694,(Scandinavian Designer Condo Near Train & Food!),35781467,Sonia And Syed,,Edgewater,41.99283115,-87.65862533,Entire home/apt,200,2,36,11/13/18,3.18,27,261
22110866,"(Bright & vibrant in Edgewater, walk to Loyola)",35781467,Sonia And Syed,,Edgewater,41.99250751,-87.65876406,Entire home/apt,200,2,31,10/29/18,3.01,27,218
22111059,(Elegant Designer Home - Walk to Train/Restaurants),35781467,Sonia And Syed,,Edgewater,41.99322694,-87.65944995,Entire home/apt,200,2,44,11/11/18,4.1,27,262
22118123,(Superb location w/AMAZING amenities!),160748034,Andy,,Near North Side,41.89473808,-87.62987332,Entire home/apt,200,2,30,11/12/18,2.82,6,244
22118215,(Chicago Chic in River North),160748034,Andy,,Near North Side,41.89504568,-87.62872638,Entire home/apt,250,2,54,11/1/18,5.09,6,212
22120161,(Noble Square Squat Spot dos),4478538,Abhineyt,,West Town,41.89206561,-87.66336089,Private room,35,2,23,11/4/18,2.13,5,7
22120166,(January Sublet in Andersonville),161598651,Dylan,,Edgewater,41.98360966,-87.66736722,Private room,25,29,1,1/31/18,0.1,1,43
22123761,(Enjoy Lovely Logan Square from Bright and Modern Condominium),11497254,Jessica,,Avondale,41.93280366,-87.71091989,Entire home/apt,100,2,48,10/24/18,5.22,1,0
22130253,(??Ċ??Up to 6 ppl in Two Private Rooms. Wrigley Field.),17579495,Kuba,,Uptown,41.95972192,-87.65147932,Private room,100,1,6,9/6/18,0.96,3,328
22135505,(Celeste Suites River North Wow 4600SF Duplex),126591041,Goriana,,Near North Side,41.89533333,-87.63294053,Entire home/apt,699,2,15,10/8/18,1.52,10,250
22143180,(GOLD COAST GEM),126591041,Goriana,,Near North Side,41.90281208,-87.62538158,Entire home/apt,479,2,13,8/26/18,1.44,10,238
22143927,"(Cozy, quiet studio apartment)",161722468,Sarah,,North Center,41.95783894,-87.69055977,Entire home/apt,51,1,31,11/13/18,2.79,1,89
22146345,(Gold Coast Studio 4),92998488,Dewitt,,Near North Side,41.90007728,-87.61930063,Private room,75,2,6,3/25/18,0.56,6,50
22148940,(River West 4 Bedroom - Stunning Renovation!),161754741,Josh,,West Town,41.89426885,-87.65807635,Entire home/apt,350,2,38,11/8/18,3.57,2,335
22150002,(3 Bedroom River West Renovation),161754741,Josh,,West Town,41.89396544,-87.65722425,Entire home/apt,250,2,54,11/12/18,5.11,2,321
22152280,(Entire Apartment off Brown Line),50484261,Sofia,,Albany Park,41.96982365,-87.70517927,Entire home/apt,100,1,20,9/16/18,1.87,1,9
22156143,(Celeste Celebrity Suites-Grace Kelly),126591041,Goriana,,Near North Side,41.90174401,-87.62644656,Entire home/apt,399,2,4,10/7/18,0.36,10,327
22156370,(Bridget Bardot Suite Celebrity Themed Gold Coast),126591041,Goriana,,Near North Side,41.90191575,-87.62651851,Entire home/apt,209,2,2,7/22/18,0.36,10,354
22173394,(Gold Coast Studio 1),92998488,Dewitt,,Near North Side,41.90031967,-87.61965779,Entire home/apt,85,2,10,10/20/18,1.01,6,45
22191143,(Spacious Lincoln Square Retreat),162139816,David And Traci,,Lincoln Square,41.97315321,-87.69969935,Entire home/apt,85,1,61,11/11/18,5.74,1,154
22193516,"(Large, Clean 3BR/2BA Kid Friendly Bronzeville home)",48793478,Johnathan,,Grand Boulevard,41.80854606,-87.60979205,Entire home/apt,109,1,0,,,1,0
22193757,(Sun-Filled Artist Loft in the Hottest Neighborhood),13993832,Nicolas,,Near West Side,41.87869997,-87.64844474,Entire home/apt,180,4,8,10/30/18,0.79,1,177
22195412,(Cozy Artist's Corner in Pilsen),9891465,Courtney,,Lower West Side,41.85892621,-87.66070585,Entire home/apt,45,3,1,12/19/17,0.09,1,0
22207923,"(Luxury 43rd-floor suite at Grand Plaza near Magnificent Mile w/ pool, gym, more!)",161474228,Vacasa Illinois,,Near North Side,41.8927166,-87.62921867,Entire home/apt,384,1,6,10/26/18,0.72,22,304
22207969,"(Suite w/ balcony & lake views! Shared pool, gym, saunas, more! Family friendly!)",161474228,Vacasa Illinois,,Near North Side,41.8929794,-87.62943532,Entire home/apt,357,1,3,10/28/18,0.51,22,334
22208093,"(Upscale, dog-friendly suite w/ shared pool, balcony & lake view!)",161474228,Vacasa Illinois,,Near North Side,41.89301837,-87.62932146,Entire home/apt,369,1,10,10/22/18,1.91,22,332
22208149,"(Upscale suite w/lake views, pool & luxury amenities! Family friendly! Dogs ok!)",161474228,Vacasa Illinois,,Near North Side,41.89171177,-87.6282541,Entire home/apt,353,1,3,11/7/18,0.37,22,350
22208207,"(Swanky 42nd-floor, dog-friendly suite w/ shared pool, gym, & more - great views!)",161474228,Vacasa Illinois,,Near North Side,41.89087358,-87.6288975,Entire home/apt,352,1,6,11/10/18,0.83,22,347
22208261,"(Suite w/ balcony, pool, fitness center, & skyline views at Grand Plaza! Dogs ok!)",161474228,Vacasa Illinois,,Near North Side,41.89167855,-87.62918628,Entire home/apt,354,1,3,10/15/18,0.58,22,347
22208324,"(Family friendly suite w/views, pool, fitness center! Great location! Dogs ok!)",161474228,Vacasa Illinois,,Near North Side,41.89274341,-87.62951267,Entire home/apt,356,1,3,11/5/18,0.37,22,350
22208400,"(Elegant, dog-friendly suite close to the Magnificent Mile - pool, hot tub, & gym)",161474228,Vacasa Illinois,,Near North Side,41.89235176,-87.62935441,Entire home/apt,349,1,1,10/26/18,1,22,334
22208453,"(Suite at Grand Plaza w/ private balcony! Shared pool, gym, game room! Dogs ok!)",161474228,Vacasa Illinois,,Near North Side,41.89282894,-87.62861633,Entire home/apt,351,1,3,9/24/18,1.32,22,336
22208495,"(Family friendly, luxury suite w/ resort amenities- pool, sauna, & gym! Dogs ok!)",161474228,Vacasa Illinois,,Near North Side,41.89170656,-87.62949996,Entire home/apt,354,1,3,10/19/18,0.49,22,355
22209087,(2BR Chicago Townhome - 20 Mins to Downtown!),103104686,Evolve Vacation Rental,,West Ridge,41.99492737,-87.67641551,Entire home/apt,139,2,0,,,1,283
22209733,(Bright and Cozy Logan Square Home),33053901,Andrea,,Logan Square,41.93057554,-87.71630643,Entire home/apt,85,2,0,,,2,0
22216264,"(4 BEDROOM, 3 BATH CONDO IN U of C HYDE PARK AREA)",12977760,Bob,,Woodlawn,41.78493646,-87.59998883,Entire home/apt,210,2,44,10/28/18,4.09,1,174
22220266,(Fort Washington 3rd Floor Bunk Beds (shared)),22608682,Ryan,,East Garfield Park,41.88230371,-87.70859882,Shared room,14,1,16,9/14/18,1.67,11,323
22220827,"(Modern, Spacious & Clean in a Great Neighborhood!)",58506682,Andrea,,Uptown,41.95796932,-87.65416562,Private room,48,2,0,,,3,75
22221220,(Spacious & Cozy 3Bdr in the Heart of Chicago),151706485,Yvonne,,Woodlawn,41.78413992,-87.61032404,Entire home/apt,120,2,38,10/29/18,4.24,1,347
22224648,(Charming one bedroom condo),2252463,Olivia,,Irving Park,41.95560095,-87.6989413,Entire home/apt,66,2,16,10/28/18,1.56,1,3
22226616,(Cozy 1 bedroom coach house with yard),4718129,Ryan,,West Town,41.89750498,-87.68959455,Entire home/apt,65,2,0,,,1,0
22227557,(Views of the lake in the heart of Lincoln Park),27848449,Murray And Meg,,Lincoln Park,41.92590027,-87.63802779,Entire home/apt,120,3,1,3/6/18,0.12,2,318
22228730,(Sunny 4BR in Lincoln Park by Sonder),12243051,Sonder,,Lincoln Park,41.92783137,-87.64730886,Entire home/apt,215,2,10,10/7/18,0.91,127,151
22230033,(Private Floor - Renovated Townhome in Lincoln Park),162437961,Lati,,Lincoln Park,41.91278155,-87.65085952,Private room,85,1,44,11/12/18,4.31,1,154
22230328,"(Beautiful Andersonville 2BD, Cozy yet Elegant)",1806982,Claire,,Edgewater,41.98731175,-87.66342803,Entire home/apt,150,2,9,10/28/18,1.76,1,32
22231900,(Cozy apartment in heart of Lincoln Park),39151458,Sasha,,Lincoln Park,41.92402454,-87.64108827,Entire home/apt,80,2,1,12/31/17,0.09,1,0
22235416,"(Dog-friendly suite w/ balcony, view, shared pool, gym & more - walk downtown!)",161474228,Vacasa Illinois,,Near North Side,41.89093946,-87.62720191,Entire home/apt,381,1,4,11/5/18,0.58,22,332
22242000,(Beautiful views of Lincoln Park & Lake Michigan),27848449,Murray And Meg,,Lincoln Park,41.92714766,-87.63792972,Shared room,70,3,0,,,2,133
22242352,(Luxury Townhouse w/ Amenities in River North),83166040,HomeTree,,Near North Side,41.8920086,-87.63758849,Entire home/apt,219,2,3,8/12/18,0.54,4,12
22242620,(2 Bedroom/1 Bath Near Lake Michigan & Wrigley),162529929,Kristin,,Uptown,41.95841821,-87.64920412,Entire home/apt,119,2,4,10/14/18,2.26,1,2
22242931,(Stylish Penthouse w/Private Rooftop),162532475,Brandy,,Near North Side,41.91091106,-87.64169057,Entire home/apt,175,2,58,10/28/18,6.11,2,123
22242962,(Ukrainian Village hot spot with parking),162532377,Alex,,West Town,41.89666895,-87.68418688,Entire home/apt,70,2,1,7/15/18,0.24,1,0
22243239,(Urban farm near University of Chicago),7281926,Ben,,Washington Park,41.79281851,-87.62211277,Private room,30,2,34,11/11/18,3.29,2,57
22244557,(NOW THATS A VACATION W/ ROOFTOP AND POOL 4),118108330,Elise,,Uptown,41.97017114,-87.65565586,Entire home/apt,89,1,20,10/20/18,3.43,3,282
22248852,(Logan Square Private Master Bed & Private Bath),78495664,Jonathan,,Logan Square,41.92646144,-87.70770145,Private room,100,1,11,4/22/18,1,1,0
22263367,(Private Bedroom - Lakeview East),162686436,Vicente,,Lake view,41.93947853,-87.64393499,Private room,100,1,15,11/4/18,2.62,1,351
22263956,(Vintage Hyde Park Suite No.1 by Zencity),47172572,Zencity,,hyde park,41.80135855,-87.5937485,Entire home/apt,99,1,67,11/11/18,10.41,56,103
22264327,(Gold Coast Studio 2),92998488,Dewitt,,Near North Side,41.89882935,-87.61939626,Private room,89,2,5,3/4/18,0.46,6,44
22264612,(Bespoke Bucktown Coach House No.2 by Zencity),47172572,Zencity,,Logan Square,41.91492084,-87.67266324,Entire home/apt,99,1,72,11/11/18,6.88,56,98
22264763,(Perfect Room with Free WiFi),22938264,Lex,,West Town,41.9083708,-87.66523644,Private room,49,1,20,10/19/18,1.88,5,78
22265007,(Wicker Park Penthouse Loft No.1 by Zencity),47172572,Zencity,,West Town,41.9106326,-87.67203335,Entire home/apt,99,1,82,11/11/18,7.83,56,98
22265266,(Vintage Hyde Park Suite No.4 by Zencity),47172572,Zencity,,hyde park,41.80077834,-87.59243656,Entire home/apt,99,1,67,11/8/18,6.26,56,99
22269245,(Cozy Andersonville Studio),132935876,Natalie,,Uptown,41.97136055,-87.66270209,Entire home/apt,60,2,5,8/21/18,0.48,1,0
22278355,(Perfectly located West Lakeview garden retreat),46848,Rachel,,Lake view,41.95060677,-87.6719949,Entire home/apt,118,2,54,11/14/18,5.38,1,117
22280515,(Cozy Loft Room in West Town / Humbolt Park),20559759,Sunny,,Humboldt Park,41.89217597,-87.69519531,Private room,75,1,3,8/15/18,0.55,1,318
22289354,(Mario),162903486,Mario,,West Town,41.89960941,-87.6673325,Private room,10,1,0,,,1,0
22292200,(B spot),162721296,Brittany,,Riverdale,41.65572572,-87.60550142,Private room,60,2,0,,,1,0
22301348,(Heart of Gold Coast 1 bedroom),111840484,Angel,,Near North Side,41.9046008,-87.62984732,Entire home/apt,50,1,57,11/5/18,5.14,14,326
22302505,(ELVIS THEMED ! Cozy and Fireplace),126591041,Goriana,,Near North Side,41.90292502,-87.62508156,Entire home/apt,149,2,17,10/11/18,1.63,10,324
22305950,(Trendy Logan Square - Suite in Arts & Crafts Home),7581403,Margaret,,Logan Square,41.92347234,-87.68846314,Private room,55,2,1,12/21/17,0.09,1,0
22306887,(Spacious apartment in great neighborhood near loop),163068694,Aya,,Lower West Side,41.85252839,-87.66764084,Private room,35,2,37,10/23/18,3.48,2,267
22307184,(Chicago Bell Comfort in the City Large 3BRM Safe),87738779,Charles,,Chatham,41.74887818,-87.60668492,Entire home/apt,105,2,42,10/21/18,3.93,1,322
22310932,(Luxury King Bed! 1 Block from CTA & Gated Parking!),8809008,George,,Uptown,41.96032267,-87.65536148,Entire home/apt,79,4,22,10/18/18,2.07,2,82
22316426,(Stunning River North location w/Amazing Amenities!),160748034,Andy,,Near North Side,41.89502527,-87.62772086,Entire home/apt,210,2,51,11/11/18,6.22,6,210
22316627,"(Awesome home in Wicker Park, Chicago)",30433615,Andrijana,,West Town,41.90949707,-87.66436065,Entire home/apt,121,1,55,10/28/18,5.12,3,0
22320506,(Vintage Hyde Park Suite No.2 by Zencity),47172572,Zencity,,hyde park,41.79385543,-87.5946918,Entire home/apt,99,1,53,11/8/18,5.03,56,95
22325114,(Cozy Private Bed & Bath: Wicker Park (1-2 guests)),24090896,Eva,,West Town,41.90924895,-87.67215261,Private room,40,1,25,11/4/18,2.69,1,57
22326891,"(Beautiful, Cozy Bedroom with Private Bath.)",86744322,Cynthia,,Near West Side,41.87355595,-87.68290701,Private room,60,7,7,10/30/18,0.74,1,242
22336253,"(Downtown Chicago Studio, 5 mins to Michigan Ave.)",4059000,Yujiao,,Near North Side,41.89768245,-87.61890711,Private room,80,1,5,3/14/18,0.47,1,0
22339394,(Cute Chicago Apartment on the Lake),163330664,Scarlett,,Rogers Park,42.00885625,-87.6650768,Entire home/apt,80,2,0,,,1,85
22340358,"(Great Clean, Updated Private Queen Bedroom Fl #3)",163340056,Team Rehoboth,,New City,41.79793177,-87.65297399,Private room,40,1,26,11/5/18,3.42,3,89
22352557,(A place to call home),104627783,Bellanger,,WestGarfield Park,41.8766218,-87.7304434,Entire home/apt,200,1,19,11/4/18,5.59,2,163
22357433,(Great spot by Wrigley),163481607,John,,Lake view,41.94745389,-87.66957084,Private room,55,1,1,12/28/17,0.09,1,0
22359140,(Private room in Duplex Apt),163494499,Danielle,,Humboldt Park,41.90519005,-87.72299907,Private room,50,1,9,10/14/18,0.86,2,364
22367433,(Celebrity themed Liz taylor suite),126591041,Goriana,,Near North Side,41.90194556,-87.62654929,Entire home/apt,199,2,1,3/11/18,0.12,10,327
22368721,(AL Capone must stay unit- Gold Coast Chicago),126591041,Goriana,,Near North Side,41.90303399,-87.6267877,Entire home/apt,149,2,15,10/28/18,1.46,10,331
22371286,(Sunny Ukraine Village Condo w/ parking),17012625,Ernesto,,West Town,41.89220466,-87.68019929,Entire home/apt,60,5,3,7/18/18,0.28,1,116
22371480,(Stunning Northside 3BR between Wrigley & Lakeview!),82625053,Chris,,Lake view,41.95165214,-87.67006964,Entire home/apt,187,2,13,9/30/18,1.72,1,334
22376515,(Top Floor Duplex with 20ft Ceiling and City Views),11711567,Kyle,,West Town,41.89931675,-87.67166363,Entire home/apt,98,20,0,,,1,99
22386054,(Couch in cozy duplex),163494499,Danielle,,Humboldt Park,41.90341811,-87.7233747,Shared room,28,1,16,10/22/18,1.98,2,180
22386089,(Great Two Bedroom Apartment),39432260,James,,Avondale,41.94555968,-87.70600107,Entire home/apt,75,1,6,4/18/18,0.65,1,0
22387707,"(Clean, cozy and relaxed garden apartment)",163004639,Delia,,Lower West Side,41.85700119,-87.65381709,Entire home/apt,129,2,29,10/10/18,2.74,1,266
22388130,(Greystone Garden Haven),16027807,Miriam,,Logan Square,41.9219142,-87.7141271,Entire home/apt,89,2,69,11/14/18,6.49,2,72
22389768,(Sophisticated Flat in Historic Building),74620805,Almir And Majda,,Lincoln Park,41.9155998,-87.63670605,Entire home/apt,149,2,56,11/9/18,5.28,1,120
22397026,"(LOGAN: Complete Rehab, Comfy 1st Floor 2 BDRM APT!)",50165254,Aya,,Avondale,41.93383915,-87.71279348,Entire home/apt,110,1,17,11/4/18,2.83,1,308
22398218,"(Edgewater, private, charming coach house 2 ( of 2))",40281169,Kate,,Edgewater,41.9850073,-87.66214573,Entire home/apt,149,2,7,10/11/18,0.81,2,328
22399540,(Hyde Park 4 Bed/3 Full Bath Classic Condo Mansion),158726206,Ian,,hyde park,41.8015768,-87.60253526,Entire home/apt,125,1,80,11/14/18,7.5,2,142
22407641,(Executive One Bedroom Condo Gold Coast),44770878,Mitchell,,Near North Side,41.90630331,-87.63037118,Entire home/apt,250,1,0,,,1,0
22424599,(Scholars' retreat near UChicago Hyde Park),100179,Kenneth,,Woodlawn,41.78387935,-87.61084311,Private room,50,2,27,10/27/18,2.82,4,88
22429421,(Wrigley 2 Bedroom Apartment),76133827,Anny,,Lake view,41.94670473,-87.65484859,Entire home/apt,163,1,11,9/30/18,1.58,7,90
22430282,(Sunny Chicago Bungalow),164279819,Joe,,Portage Park,41.94789552,-87.75256865,Entire home/apt,90,1,32,11/5/18,3.84,1,350
22434146,(02 & 03. Pair of Private Rooms - 3 miles from NWU),2907254,Joe,,West Ridge,42.01696735,-87.68734634,Private room,33,1,0,,,16,60
22435069,(02. Private Room in Shared Apartment - 3 mi to NWU),2907254,Joe,,West Ridge,42.01746669,-87.68667361,Private room,25,1,1,10/30/18,1,16,65
22435792,(Renovated Logan Square Home - 3BR with Parking!),4621305,Stefani,,Logan Square,41.91729587,-87.69085209,Entire home/apt,112,2,43,11/12/18,4.22,1,228
22438448,"(Wicker Park/Bucktown Private Room, free parking!)",109405453,Julia,,Logan Square,41.91933635,-87.68729307,Private room,29,1,12,10/23/18,1.2,12,58
22439519,(Cozy Private Room in Wicker Park/Bucktown),109405453,Julia,,Logan Square,41.9200109,-87.6858466,Private room,39,1,9,10/24/18,0.9,12,65
22449611,"(Beautiful luxury condo,  HEART of downtown!)",22521340,Mary,,Near North Side,41.89234321,-87.61807763,Entire home/apt,150,35,2,9/30/18,0.54,1,173
22451053,(Cozy 4 Bedroom Apartment Next to Wrigley Field.),76133827,Anny,,Lake view,41.94641611,-87.6556592,Entire home/apt,299,1,39,10/28/18,4.01,7,86
22453740,(Room in Ultra Luxury Downtown House in GoldCoast!),698645,Fatih,,Near North Side,41.89902553,-87.62985499,Private room,175,3,17,10/23/18,2.59,2,180
22467928,(Perfect Downtown location in Boutique Hotel),164691274,Eric,,Near North Side,41.89808384,-87.62075958,Private room,116,1,56,11/9/18,5.83,1,60
22470940,(Priv. BR/BA in French Bungalow - Near Lincoln Sq.),25252775,Jane,,Lincoln Square,41.96735381,-87.69118546,Private room,45,2,19,11/3/18,1.78,1,135
22478199,(02a. Full bed in Coed room - 3 mi to NWU),2907254,Joe,,West Ridge,42.01606082,-87.688395,Shared room,20,1,15,10/13/18,2.25,16,65
22479583,(Ukrainian Village Artistic 3BR/2BA),67392273,Iryna And Sean,,West Town,41.89957513,-87.69017718,Entire home/apt,120,2,42,11/11/18,3.96,4,159
22481672,(Huge Edgewater Condo),164839976,Vincent,,Edgewater,41.98076281,-87.65379103,Entire home/apt,100,2,1,1/3/18,0.09,1,0
22484267,"(Great Wave Master Bedroom, Ukr Village Luxury Apt.)",67392273,Iryna And Sean,,West Town,41.89901054,-87.69133001,Private room,60,2,1,4/10/18,0.14,4,68
22486605,(Goddess Bedroom - Ukrainian Village Luxury Apt.),67392273,Iryna And Sean,,West Town,41.89918104,-87.69005152,Private room,60,1,2,4/9/18,0.2,4,69
22495688,(Modern 2 bed in heart of Lincoln Park!!),165008151,Ron,,Lincoln Park,41.92607797,-87.65292721,Entire home/apt,189,2,26,10/29/18,2.67,1,11
22504956,(HIGH-END DOWNTOWN 1br/1ba ROOFTOP HOT TUB!),63313003,K,,Near North Side,41.89074791,-87.62146931,Entire home/apt,129,21,2,9/8/18,0.35,17,365
22505241,(Comfortable and Creative Pilsen Apartment),31516954,Amara,,Lower West Side,41.84925821,-87.68327605,Private room,30,1,1,1/24/18,0.1,1,0
22505702,(Red Dragon Bedroom - Ukrainian Village Luxury Apt.),67392273,Iryna And Sean,,West Town,41.89967973,-87.69127089,Private room,50,1,1,4/9/18,0.14,4,69
22516898,(Convenient to Everything Lincoln Park Apartment!),56252117,Jacqueline,,Lincoln Park,41.92737561,-87.64423022,Entire home/apt,50,1,36,11/13/18,3.42,1,224
22518079,([humble.abode] #dreamloft :: fultonmarket???westloop),8177546,Amanda,,Near West Side,41.88761295,-87.64982939,Entire home/apt,250,2,15,11/11/18,1.48,1,248
22524066,(A Room with a Loo),25088447,Johnny,,Lake view,41.94790379,-87.65078993,Private room,100,1,11,10/8/18,1.14,1,364
22528686,(22 E. Elm),165418559,22 E. Elm,,Near North Side,41.90286669,-87.62825011,Entire home/apt,1500,2,7,6/16/18,0.71,1,147
22530115,(Heart of Chicago),23534934,Elizabeth,,Lower West Side,41.85199922,-87.67133495,Private room,100,1,8,11/11/18,1.35,1,89
22531919,(Cozy Two-Bedroom Condominium),157633246,Anthony,,South Shore,41.77103666,-87.58739791,Entire home/apt,90,2,107,11/11/18,10.42,1,27
